0x00403180:0x004031a8, __cxx_global_var_init
0x00658c40:0x00658c6e, _ZSt4copyIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEPSL_ET0_T_SQ_SP_
0x00658c70:0x00658ca9, _ZSt14__copy_move_a2ILb0EPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEPSL_ET1_T0_SQ_SP_
0x00658cb0:0x00658cb5, _ZSt12__miter_baseIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt11_Miter_baseIT_E13iterator_typeESP_
0x00658cc0:0x00658cc5, _ZSt13__copy_move_aILb0EPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEPSL_ET1_T0_SQ_SP_
0x00658cd0:0x00658cd5, _ZSt12__niter_baseIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt11_Niter_baseIT_E13iterator_typeESP_
0x00658ce0:0x00658ce5, _ZSt12__niter_baseIPN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt11_Niter_baseIT_E13iterator_typeESO_
0x00658cf0:0x00658d36, _ZNSt11__copy_moveILb0ELb0ESt26random_access_iterator_tagE8__copy_mIPKN11xalanc_1_1011XalanVectorINS3_21XalanListIteratorBaseINS3_23XalanListIteratorTraitsINS3_8XalanMapIPKNS3_13XalanDocumentENS3_19XercesParserLiaison13DocumentEntryENS3_17XalanMapKeyTraitsISA_EEE5EntryEEENS3_9XalanListISG_E4NodeEEENS3_31MemoryManagedConstructionTraitsISL_EEEEPSO_EET0_T_ST_SS_
0x00658d40:0x00658e20, _ZN11xalanc_1_1011XalanVectorINS_21XalanListIteratorBaseINS_23XalanListIteratorTraitsINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS6_EEE5EntryEEENS_9XalanListISC_E4NodeEEENS_31MemoryManagedConstructionTraitsISH_EEEaSERKSK_
0x00658e20:0x00658e24, _ZNSt10_Iter_baseIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEELb0EE7_S_baseESN_
0x00658e30:0x00658e34, _ZNSt10_Iter_baseIPN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEELb0EE7_S_baseESM_
0x00658e40:0x00658e69, _ZSt8distanceIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt15iterator_traitsIT_E15difference_typeESP_SP_
0x00658e70:0x00658e7b, _ZSt10__distanceIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt15iterator_traitsIT_E15difference_typeESP_SP_St26random_access_iterator_tag
0x00658e80:0x00658e81, _ZSt19__iterator_categoryIPKN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt15iterator_traitsIT_E17iterator_categoryERKSP_
0x00658e90:0x00658eca, _ZSt8__fill_aIPN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEESL_EN9__gnu_cxx11__enable_ifIXntsr11__is_scalarIT0_EE7__valueEvE6__typeET_SS_RKSP_
0x00658ed0:0x00658f09, _ZSt23__copy_move_backward_a2ILb0EPN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEESM_ET1_T0_SO_SN_
0x00658f10:0x00658f15, _ZSt12__miter_baseIPN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEEENSt11_Miter_baseIT_E13iterator_typeESO_
0x00658f20:0x00658f25, _ZSt22__copy_move_backward_aILb0EPN11xalanc_1_1011XalanVectorINS0_21XalanListIteratorBaseINS0_23XalanListIteratorTraitsINS0_8XalanMapIPKNS0_13XalanDocumentENS0_19XercesParserLiaison13DocumentEntryENS0_17XalanMapKeyTraitsIS7_EEE5EntryEEENS0_9XalanListISD_E4NodeEEENS0_31MemoryManagedConstructionTraitsISI_EEEESM_ET1_T0_SO_SN_
0x00658f30:0x00658f86, _ZNSt20__copy_move_backwardILb0ELb0ESt26random_access_iterator_tagE13__copy_move_bIPN11xalanc_1_1011XalanVectorINS3_21XalanListIteratorBaseINS3_23XalanListIteratorTraitsINS3_8XalanMapIPKNS3_13XalanDocumentENS3_19XercesParserLiaison13DocumentEntryENS3_17XalanMapKeyTraitsISA_EEE5EntryEEENS3_9XalanListISG_E4NodeEEENS3_31MemoryManagedConstructionTraitsISL_EEEESP_EET0_T_SR_SQ_
0x00658f90:0x00659024, _ZN11xalanc_1_1011XalanVectorINS0_INS_21XalanListIteratorBaseINS_23XalanListIteratorTraitsINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS6_EEE5EntryEEENS_9XalanListISC_E4NodeEEENS_31MemoryManagedConstructionTraitsISH_EEEENS_32ConstructWithMemoryManagerTraitsISK_EEEC2EmRKSK_RN11xercesc_2_713MemoryManagerE
0x00659030:0x00659048, _ZNK11xalanc_1_109XalanListINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS4_EEE5EntryEE5beginEv
0x00659050:0x0065905a, _ZNK11xalanc_1_1021XalanListIteratorBaseINS_28XalanListConstIteratorTraitsINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS5_EEE5EntryEEENS_9XalanListISB_E4NodeEEeqERKSG_
0x00659060:0x00659077, _ZNK11xalanc_1_109XalanListINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS4_EEE5EntryEE3endEv
0x00659080:0x00659085, _ZNK11xalanc_1_109XalanListINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS4_EEE5EntryEE11getListHeadEv
0x00659090:0x00659094, _ZN11xalanc_1_1021XalanListIteratorBaseINS_28XalanListConstIteratorTraitsINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS5_EEE5EntryEEENS_9XalanListISB_E4NodeEEC2ERSF_
0x006590a0:0x0065912f, _ZN11xalanc_1_109XalanListINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS4_EEE5EntryEE13constructNodeERKSA_NS_21XalanListIteratorBaseINS_23XalanListIteratorTraitsISA_EENSB_4NodeEEE
0x00659130:0x0065913c, _ZN11xalanc_1_1028ConstructWithNoMemoryManagerINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS4_EEE5EntryEE9constructEPSA_RKSA_RN11xercesc_2_713MemoryManagerE
0x00659140:0x00659144, _ZNK11xalanc_1_1021XalanListIteratorBaseINS_23XalanListIteratorTraitsINS_8XalanMapIPKNS_13XalanDocumentENS_19XercesParserLiaison13DocumentEntryENS_17XalanMapKeyTraitsIS5_EEE5EntryEEENS_9XalanListISB_E4NodeEEdeEv
0x00659150:0x00659178, _ZN11xalanc_1_1034XercesProcessingInstructionWrapperC2EPKN11xercesc_2_724DOMProcessingInstructionERKNS_22XercesWrapperNavigatorE
0x00659180:0x00659203, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper6createERN11xercesc_2_713MemoryManagerEPKNS1_24DOMProcessingInstructionERKNS_22XercesWrapperNavigatorE
0x00659210:0x00659215, _ZN11xalanc_1_1034XercesProcessingInstructionWrapperD2Ev
0x00659220:0x00659232, _ZN11xalanc_1_1034XercesProcessingInstructionWrapperD0Ev
0x00659240:0x0065925f, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper11getNodeNameEv
0x00659260:0x0065927f, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper12getNodeValueEv
0x00659280:0x00659286, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper11getNodeTypeEv
0x00659290:0x0065929d, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper13getParentNodeEv
0x006592a0:0x006592a3, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper13getChildNodesEv
0x006592b0:0x006592b3, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper13getFirstChildEv
0x006592c0:0x006592c3, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper12getLastChildEv
0x006592d0:0x006592dd, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper18getPreviousSiblingEv
0x006592e0:0x006592ed, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper14getNextSiblingEv
0x006592f0:0x006592f3, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper13getAttributesEv
0x00659300:0x00659309, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper16getOwnerDocumentEv
0x00659310:0x00659353, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper9cloneNodeEb
0x00659360:0x006593a3, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper12insertBeforeEPNS_9XalanNodeES2_
0x006593b0:0x006593f3, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper12replaceChildEPNS_9XalanNodeES2_
0x00659400:0x00659443, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper11removeChildEPNS_9XalanNodeE
0x00659450:0x00659493, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper11appendChildEPNS_9XalanNodeE
0x006594a0:0x006594a3, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper13hasChildNodesEv
0x006594b0:0x006594f3, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper12setNodeValueERKNS_14XalanDOMStringE
0x00659500:0x00659543, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper9normalizeEv
0x00659550:0x00659559, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper11isSupportedERKNS_14XalanDOMStringES3_
0x00659560:0x00659582, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper15getNamespaceURIEv
0x00659590:0x006595b2, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper9getPrefixEv
0x006595c0:0x006595e2, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper12getLocalNameEv
0x006595f0:0x00659633, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper9setPrefixERKNS_14XalanDOMStringE
0x00659640:0x00659657, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper9isIndexedEv
0x00659660:0x00659669, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper8getIndexEv
0x00659670:0x00659692, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper9getTargetEv
0x006596a0:0x006596c2, _ZNK11xalanc_1_1034XercesProcessingInstructionWrapper7getDataEv
0x006596d0:0x00659713, _ZN11xalanc_1_1034XercesProcessingInstructionWrapper7setDataERKNS_14XalanDOMStringE
0x00659720:0x00659725, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EEC2ERN11xercesc_2_713MemoryManagerEPS1_
0x00659730:0x00659735, _ZNK11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE3getEv
0x00659740:0x00659762, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE7releaseEv
0x00659770:0x00659780, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EED2Ev
0x00659780:0x006597ac, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE17MemMgrAutoPtrDataC2EPN11xercesc_2_713MemoryManagerEPS1_
0x006597b0:0x006597df, _ZNSt4pairIPN11xercesc_2_713MemoryManagerEPN11xalanc_1_1034XercesProcessingInstructionWrapperEEC2IRS2_RS5_vEEOT_OT0_
0x006597e0:0x006597e1, _ZNK11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE17MemMgrAutoPtrData10invariantsEv
0x006597f0:0x006597f4, _ZSt7forwardIRPN11xalanc_1_1034XercesProcessingInstructionWrapperEEOT_RNSt16remove_referenceIS4_E4typeE
0x00659800:0x00659828, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE17MemMgrAutoPtrData10deallocateEv
0x00659830:0x00659842, _ZNK11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE17MemMgrAutoPtrData12isInitilizedEv
0x00659850:0x00659877, _ZN11xalanc_1_1018XalanMemMgrAutoPtrINS_34XercesProcessingInstructionWrapperELb0EE17MemMgrAutoPtrData5resetEPN11xercesc_2_713MemoryManagerEPS1_
0x00659880:0x006598a8, _ZN11xalanc_1_1017XercesTextWrapperC2EPKN11xercesc_2_77DOMTextERKNS_22XercesWrapperNavigatorE
0x006598b0:0x006598b5, _ZN11xalanc_1_1017XercesTextWrapperD2Ev
0x006598c0:0x006598d2, _ZN11xalanc_1_1017XercesTextWrapperD0Ev
0x006598e0:0x006598ff, _ZNK11xalanc_1_1017XercesTextWrapper11getNodeNameEv
0x00659900:0x0065991f, _ZNK11xalanc_1_1017XercesTextWrapper12getNodeValueEv
0x00659920:0x00659926, _ZNK11xalanc_1_1017XercesTextWrapper11getNodeTypeEv
0x00659930:0x0065993d, _ZNK11xalanc_1_1017XercesTextWrapper13getParentNodeEv
0x00659940:0x00659943, _ZNK11xalanc_1_1017XercesTextWrapper13getChildNodesEv
0x00659950:0x00659953, _ZNK11xalanc_1_1017XercesTextWrapper13getFirstChildEv
0x00659960:0x00659963, _ZNK11xalanc_1_1017XercesTextWrapper12getLastChildEv
0x00659970:0x0065997d, _ZNK11xalanc_1_1017XercesTextWrapper18getPreviousSiblingEv
0x00659980:0x0065998d, _ZNK11xalanc_1_1017XercesTextWrapper14getNextSiblingEv
0x00659990:0x00659993, _ZNK11xalanc_1_1017XercesTextWrapper13getAttributesEv
0x006599a0:0x006599a9, _ZNK11xalanc_1_1017XercesTextWrapper16getOwnerDocumentEv
0x006599b0:0x006599f3, _ZNK11xalanc_1_1017XercesTextWrapper9cloneNodeEb
0x00659a00:0x00659a43, _ZN11xalanc_1_1017XercesTextWrapper12insertBeforeEPNS_9XalanNodeES2_
0x00659a50:0x00659a93, _ZN11xalanc_1_1017XercesTextWrapper12replaceChildEPNS_9XalanNodeES2_
0x00659aa0:0x00659ae3, _ZN11xalanc_1_1017XercesTextWrapper11removeChildEPNS_9XalanNodeE
0x00659af0:0x00659b33, _ZN11xalanc_1_1017XercesTextWrapper11appendChildEPNS_9XalanNodeE
0x00659b40:0x00659b43, _ZNK11xalanc_1_1017XercesTextWrapper13hasChildNodesEv
0x00659b50:0x00659b93, _ZN11xalanc_1_1017XercesTextWrapper12setNodeValueERKNS_14XalanDOMStringE
0x00659ba0:0x00659be3, _ZN11xalanc_1_1017XercesTextWrapper9normalizeEv
0x00659bf0:0x00659bf9, _ZNK11xalanc_1_1017XercesTextWrapper11isSupportedERKNS_14XalanDOMStringES3_
0x00659c00:0x00659c22, _ZNK11xalanc_1_1017XercesTextWrapper15getNamespaceURIEv
0x00659c30:0x00659c52, _ZNK11xalanc_1_1017XercesTextWrapper9getPrefixEv
0x00659c60:0x00659c82, _ZNK11xalanc_1_1017XercesTextWrapper12getLocalNameEv
0x00659c90:0x00659cd3, _ZN11xalanc_1_1017XercesTextWrapper9setPrefixERKNS_14XalanDOMStringE
0x00659ce0:0x00659cf7, _ZNK11xalanc_1_1017XercesTextWrapper9isIndexedEv
0x00659d00:0x00659d09, _ZNK11xalanc_1_1017XercesTextWrapper8getIndexEv
0x00659d10:0x00659d32, _ZNK11xalanc_1_1017XercesTextWrapper7getDataEv
0x00659d40:0x00659d4d, _ZNK11xalanc_1_1017XercesTextWrapper9getLengthEv
0x00659d50:0x00659d62, _ZNK11xalanc_1_1017XercesTextWrapper13substringDataEjjRNS_14XalanDOMStringE
0x00659d70:0x00659db3, _ZN11xalanc_1_1017XercesTextWrapper10appendDataERKNS_14XalanDOMStringE
0x00659dc0:0x00659e03, _ZN11xalanc_1_1017XercesTextWrapper10insertDataEjRKNS_14XalanDOMStringE
0x00659e10:0x00659e53, _ZN11xalanc_1_1017XercesTextWrapper10deleteDataEjj
0x00659e60:0x00659ea3, _ZN11xalanc_1_1017XercesTextWrapper11replaceDataEjjRKNS_14XalanDOMStringE
0x00659eb0:0x00659ef3, _ZN11xalanc_1_1017XercesTextWrapper9splitTextEj
0x00659f00:0x00659f13, _ZNK11xalanc_1_1017XercesTextWrapper21isIgnorableWhitespaceEv
0x00659f20:0x00659f25, _ZN11xalanc_1_1026XercesTextWrapperAllocatorC2ERN11xercesc_2_713MemoryManagerEm
0x00659f30:0x00659f35, _ZN11xalanc_1_1026XercesTextWrapperAllocatorD2Ev
0x00659f40:0x00659f81, _ZN11xalanc_1_1026XercesTextWrapperAllocator6createEPKN11xercesc_2_77DOMTextERKNS_22XercesWrapperNavigatorE
0x00659f90:0x00659f95, _ZN11xalanc_1_1026XercesTextWrapperAllocator5resetEv
0x00659fa0:0x00659fb4, _ZN11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEEC2ERN11xercesc_2_713MemoryManagerEm
0x00659fc0:0x00659ffd, _ZN11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEED2Ev
0x0065a000:0x0065a066, _ZN11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEE13allocateBlockEv
0x0065a070:0x0065a089, _ZN11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEE16commitAllocationEPS1_
0x0065a090:0x0065a0f7, _ZN11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEE5resetEv
0x0065a100:0x0065a10d, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEC2ERN11xercesc_2_713MemoryManagerE
0x0065a110:0x0065a122, _ZN11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEED0Ev
0x0065a130:0x0065a1c0, _ZNK11xalanc_1_1014ArenaAllocatorINS_17XercesTextWrapperENS_10ArenaBlockIS1_mEEE10ownsObjectEPKS1_
0x0065a1c0:0x0065a1dc, _ZNK11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE4rendEv
0x0065a1e0:0x0065a1fc, _ZNK11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE6rbeginEv
0x0065a200:0x0065a20a, _ZStneIN11xalanc_1_1021XalanListIteratorBaseINS0_28XalanListConstIteratorTraitsIPNS0_10ArenaBlockINS0_17XercesTextWrapperEmEEEENS0_9XalanListIS6_E4NodeEEEEbRKSt16reverse_iteratorIT_ESG_
0x0065a210:0x0065a23a, _ZNKSt16reverse_iteratorIN11xalanc_1_1021XalanListIteratorBaseINS0_28XalanListConstIteratorTraitsIPNS0_10ArenaBlockINS0_17XercesTextWrapperEmEEEENS0_9XalanListIS6_E4NodeEEEEdeEv
0x0065a240:0x0065a249, _ZNK11xalanc_1_1010ArenaBlockINS_17XercesTextWrapperEmE10ownsObjectEPKS1_
0x0065a250:0x0065a25e, _ZNSt16reverse_iteratorIN11xalanc_1_1021XalanListIteratorBaseINS0_28XalanListConstIteratorTraitsIPNS0_10ArenaBlockINS0_17XercesTextWrapperEmEEEENS0_9XalanListIS6_E4NodeEEEEppEv
0x0065a260:0x0065a278, _ZNK11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE5beginEv
0x0065a280:0x0065a284, _ZNSt16reverse_iteratorIN11xalanc_1_1021XalanListIteratorBaseINS0_28XalanListConstIteratorTraitsIPNS0_10ArenaBlockINS0_17XercesTextWrapperEmEEEENS0_9XalanListIS6_E4NodeEEEEC2ESB_
0x0065a290:0x0065a295, _ZNK11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE11getListHeadEv
0x0065a2a0:0x0065a2a4, _ZN11xalanc_1_1021XalanListIteratorBaseINS_28XalanListConstIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEC2ERS9_
0x0065a2b0:0x0065a2da, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE11getListHeadEv
0x0065a2e0:0x0065a2f4, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE8allocateEm
0x0065a300:0x0065a317, _ZNK11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE3endEv
0x0065a320:0x0065a351, _ZSteqIN11xalanc_1_1021XalanListIteratorBaseINS0_28XalanListConstIteratorTraitsIPNS0_10ArenaBlockINS0_17XercesTextWrapperEmEEEENS0_9XalanListIS6_E4NodeEEEEbRKSt16reverse_iteratorIT_ESG_
0x0065a360:0x0065a364, _ZNKSt16reverse_iteratorIN11xalanc_1_1021XalanListIteratorBaseINS0_28XalanListConstIteratorTraitsIPNS0_10ArenaBlockINS0_17XercesTextWrapperEmEEEENS0_9XalanListIS6_E4NodeEEEE4baseEv
0x0065a370:0x0065a37a, _ZNK11xalanc_1_1021XalanListIteratorBaseINS_28XalanListConstIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEeqERKSA_
0x0065a380:0x0065a38b, _ZN11xalanc_1_1021XalanListIteratorBaseINS_28XalanListConstIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEmmEv
0x0065a390:0x0065a394, _ZNK11xalanc_1_1021XalanListIteratorBaseINS_28XalanListConstIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEdeEv
0x0065a3a0:0x0065a40f, _ZNK11xalanc_1_1014ArenaBlockBaseINS_17XercesTextWrapperEmE11isInBordersEPKS1_m
0x0065a410:0x0065a41a, _ZNKSt4lessIPKN11xalanc_1_1017XercesTextWrapperEEclERKS3_S6_
0x0065a420:0x0065a4e4, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEED2Ev
0x0065a4f0:0x0065a50d, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE5beginEv
0x0065a510:0x0065a51a, _ZNK11xalanc_1_1021XalanListIteratorBaseINS_23XalanListIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEneERKSA_
0x0065a520:0x0065a53c, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE3endEv
0x0065a540:0x0065a545, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE11destroyNodeERNS5_4NodeE
0x0065a550:0x0065a56b, _ZN11xalanc_1_1021XalanListIteratorBaseINS_23XalanListIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEppEi
0x0065a570:0x0065a574, _ZN11xalanc_1_1021XalanListIteratorBaseINS_23XalanListIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEE4nodeEv
0x0065a580:0x0065a58c, _ZN11xalanc_1_109XalanListIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEE10deallocateEPNS5_4NodeE
0x0065a590:0x0065a594, _ZN11xalanc_1_1021XalanListIteratorBaseINS_23XalanListIteratorTraitsIPNS_10ArenaBlockINS_17XercesTextWrapperEmEEEENS_9XalanListIS5_E4NodeEEC2ERS9_
